building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
X405,Bronx River High School|Herbert H. Lehman High School|Pelham Lab High School|Renaissance High School for Musical Theater and the Arts|Schuylerville Preparatory High School|Westchester Square Academy,6,Herbert H. Lehman High School,3001,3000 East Tremont Avenue,Bronx,-73.839583,40.839775,Herbert H. Lehman Campus,B34,Montefiore Medical Center,[D79] P2G @ Lehman HS|[D79] Yabc|Bronx River High School|Herbert H. Lehman High School|Pelham Lab High School|Renaissance High School For Musical Theater And The Arts|Schuylerville Preparatory High School|Westchester Square Academy,8,"Community School MH, School-based Health Center w/ Mental Health"
K309,Excellence Girls Charter School|P.S. 309 The George E. Wibecan Preparatory Academy,2,Excellence Girls Charter School,1212,794 MONROE STREET,BROOKLYN,-73.924422,40.6881,NA,NA,NA,NA,NA,NA
Q435,Business Technology Early College High School|Martin Van Buren High School,2,Martin Van Buren High School,1571,230-17 HILLSIDE AVENUE,QUEENS,-73.739726,40.733888,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
Q141,I.S. 141 The Steinway,1,I.S. 141 The Steinway,1046,37-11 21 AVENUE,QUEENS,-73.904508,40.775766,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X440,Bronx Collaborative High School|DeWitt Clinton High School|World View High School,3,DeWitt Clinton High School,2105,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,-73.889011,40.879958,DeWitt Clinton Campus,262B,Montefiore Medical Center,[D79] Lyfe|[D79] Pathways To Graduation|[D79] Yabc|Bronx Collaborative High School|Dewitt Clinton High School|World View High School,6,"Community School MH, School-based Health Center w/ Mental Health"
R034,I.S. 034 Tottenville,1,I.S. 034 Tottenville,1042,528 ACADEMY AVENUE,STATEN ISLAND,-74.2434,40.5083,NA,NA,NA,NA,NA,School Response Team
K078,J.H.S. 078 Roy H. Mann|Success Academy Charter School - Bergen Beach,2,Success Academy Charter School - Bergen Beach,1581,1420 EAST 68 STREET,BROOKLYN,-73.912914,40.620537,NA,NA,NA,NA,NA,Prevention Intervention Program MH
Q020,P.S. 020 John Bowne,1,P.S. 020 John Bowne,1029,142-30 BARCLAY AVENUE,QUEENS,-73.824388,40.758347,NA,NA,NA,NA,NA,NA
Q063,P.S. 063 Old South,1,P.S. 063 Old South,1025,90-15 SUTTER AVENUE,QUEENS,-73.846796,40.676978,NA,NA,NA,NA,NA,NA
K051,M.S. 51 William Alexander,1,M.S. 51 William Alexander,1024,288 4 Street,Brooklyn,-73.98505,40.672358,NA,NA,NA,NA,NA,School-based Health Center w/ Mental Health
Q686,Metropolitan Expeditionary Learning School|P.S. Q233|Queens Metropolitan High School,3,Queens Metropolitan High School,2353,91-30 METROPOLITAN AVENUE,QUEENS,-73.855543,40.708431,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K088,J.H.S. 088 Peter Rouget|P.S. K053,2,J.H.S. 088 Peter Rouget,1433,544 7TH AVENUE,BROOKLYN,-73.988743,40.660805,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q392,Mosaic Pre-K Center,1,Mosaic Pre-K Center,1021,68-20 Myrtle Avenue,Queens,-73.883811,40.701409,NA,NA,NA,NA,NA,NA
M167,J.H.S. 167 Robert F. Wagner,1,J.H.S. 167 Robert F. Wagner,1020,220 EAST 76 STREET,MANHATTAN,-73.957827,40.771541,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q025,I.S. 025 Adrien Block|World Journalism Preparatory: A College Board School,2,I.S. 025 Adrien Block,1634,34-65 192 STREET,QUEENS,-73.789365,40.764884,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q450,Gotham Tech High School|Newcomers High School,2,Newcomers High School,1113,28-01 41 AVENUE,QUEENS,-73.936592,40.751838,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K204,P.S. 204 Vince Lombardi,1,P.S. 204 Vince Lombardi,1018,8101 15 AVENUE,BROOKLYN,-74.006137,40.613535,NA,NA,NA,NA,NA,NA
Q013,P.S. 013 Clement C. Moore,1,P.S. 013 Clement C. Moore,1016,55-01 94 STREET,QUEENS,-73.867662,40.737441,NA,NA,NA,NA,NA,NA
Q074,J.H.S. 074 Nathaniel Hawthorne,1,J.H.S. 074 Nathaniel Hawthorne,1016,61-15 Oceania Street,Queens,-73.766653,40.744743,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q190,J.H.S. 190 Russell Sage,1,J.H.S. 190 Russell Sage,1015,68-17 AUSTIN STREET,QUEENS,-73.8517,40.723478,NA,NA,NA,NA,NA,School Mental Health Specialist Program
MANO,Harlem Children's Zone Promise Academy II Charter School,1,Harlem Children's Zone Promise Academy II Charter School,1014,35 EAST 125TH STREET,MANHATTAN,-73.941013,40.806202999999996,HCZ Promise Academy II,501,Institute for Family Health,Harlem Children's Zone Promise Academy II Charter School,1,School-based Health Center w/ Mental Health
Q374,Success Academy Charter School - Rosedale,1,Success Academy Charter School - Rosedale,1009,147-65 249 Street,Queens,-73.738793,40.655811,NA,NA,NA,NA,NA,NA
Q230,I.S. 230,1,I.S. 230,1008,73-10 34 AVENUE,JACKSON HEIGHTS,-73.892883,40.752618,NA,NA,NA,NA,NA,NA
R042,P.S. 042 Eltingville,1,P.S. 042 Eltingville,1008,380 GENESEE AVENUE,STATEN ISLAND,-74.169038,40.552213,NA,NA,NA,NA,NA,NA
K186,P.S. 186 Dr. Irving A Gladstone,1,P.S. 186 Dr. Irving A Gladstone,999,7601 19 AVENUE,BROOKLYN,-73.994258,40.610917,NA,NA,NA,NA,NA,NA
MAYS,Democracy Preparatory Harlem Charter School,1,Democracy Preparatory Harlem Charter School,996,207 West 133 Street,Manhattan,-73.945,40.814598,NA,NA,NA,NA,NA,NA
Q093,I.S. 093 Ridgewood,1,I.S. 093 Ridgewood,992,66-56 FOREST AVENUE,QUEENS,-73.903057,40.705609,NA,NA,NA,NA,NA,School Mental Health Specialist Program
KAGD,Canarsie Ascend Charter School,1,Canarsie Ascend Charter School,992,9719 FLATLANDS AVENUE,BROOKLYN,-73.900432,40.643834,NA,NA,NA,NA,NA,NA
Q060,P.S. 060 Woodhaven,1,P.S. 060 Woodhaven,985,91-02 88 AVENUE,QUEENS,-73.852792,40.691467,NA,NA,NA,NA,NA,NA
R071,P.S. 048 William G. Wilcox,1,P.S. 048 William G. Wilcox,985,1050 Targee Street,STATEN ISLAND,-74.091239,40.603492,NA,NA,NA,NA,NA,School Mental Health Specialist Program
KBYQ,Williamsburg Charter High School,1,Williamsburg Charter High School,984,198 VARET STREET,BROOKLYN,-73.935969,40.703703,NA,NA,NA,NA,NA,NA
K225,P.S. K225 - The Eileen E. Zaglin|P.S. K771,2,P.S. K225 - The Eileen E. Zaglin,1528,1075 OCEAN VIEW AVENUE,BROOKLYN,-73.955856,40.58026,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X074,Bronx Academy for Multi-Media|Leaders In Our Neighborhood Charter School,2,Leaders In Our Neighborhood Charter School,1244,730 BRYANT AVENUE,BRONX,-73.8858,40.8155,Hunts Point Campus,249,Urban Health Plan,Bronx Academy For Multi-Media|Leaders In Our Neighborhood Charter School,2,Community School MH
R077,The Richmond Pre-K Center,1,The Richmond Pre-K Center,982,120 STUYVESANT PLACE,STATEN ISLAND,-74.077557,40.643267,NA,NA,NA,NA,NA,NA
K535,Leon M. Goldstein High School for the Sciences,1,Leon M. Goldstein High School for the Sciences,981,1830 SHORE BOULEVARD,BROOKLYN,-73.934449,40.578356,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M460,Academy for Software Engineering|Gramercy Arts High School|International High School at Union Square|Success Academy Charter School - Union Square|The High School For Language And Diplomacy|Union Square Academy for Health Sciences,6,Success Academy Charter School - Union Square,2847,40 IRVING PLACE,MANHATTAN,-73.987064,40.735361,Washington Irving Campus,111,Institute for Family Health,[D79] Yabc|Academy For Software Engineering|Gramercy Arts High School|International High School At Union Square|The High School For Language And Diplomacy|Union Square Academy For Health Sciences,6,School-based Health Center w/ Mental Health
K094,P.S. 094 The Henry Longfellow,1,P.S. 094 The Henry Longfellow,974,5010 6 AVENUE,BROOKLYN,-74.008795,40.64373,PS 094 The Henry Longfellow,104 A,NYU Langone FHC,P.S. 094 The Henry Longfellow,1,NA
K230,P.S. 230 Doris L. Cohen,1,P.S. 230 Doris L. Cohen,973,1 ALBEMARLE ROAD,BROOKLYN,-73.980515,40.645609,NA,NA,NA,NA,NA,NA
K197,P.S. 197 - The Kings Highway Academy,1,P.S. 197 - The Kings Highway Academy,973,1599 EAST 22 STREET,BROOKLYN,-73.951398,40.612339,NA,NA,NA,NA,NA,NA
M143,J.H.S. 143 Eleanor Roosevelt|Washington Heights Expeditionary Learning School,2,Washington Heights Expeditionary Learning School,1160,511 WEST 182ND STREET,MANHATTAN,-73.930991,40.849311,IS 143 Campus,101,New York-Presbyterian,J.H.S. 143 Eleanor Roosevelt|Washington Heights Expeditionary Learning School,2,School-based Health Center w/ Mental Health
MBMF,DREAM Charter School East Harlem,1,DREAM Charter School East Harlem,963,1991 SECOND AVENUE,NEW YORK,-73.945101,40.789174,NA,NA,NA,NA,NA,NA
Q194,J.H.S. 194 William Carr,1,J.H.S. 194 William Carr,957,154-60 17 AVENUE,QUEENS,-73.80699,40.783231,NA,NA,NA,NA,NA,Prevention Intervention Program MH
MBTQ,Inwood Academy for Leadership Charter School,1,Inwood Academy for Leadership Charter School,955,3896 10 Avenue,Manhattan,-73.918591,40.865508,NA,NA,NA,NA,NA,NA
K235,P.S. 235 Janice Marie Knight School,1,P.S. 235 Janice Marie Knight School,951,525 LENOX ROAD,BROOKLYN,-73.940922,40.655337,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K160,P.S. 160 William T. Sampson,1,P.S. 160 William T. Sampson,950,5105 Fort Hamilton Parkway,BROOKLYN,-73.999045,40.636932,NA,NA,NA,NA,NA,NA
R027,I.S. 027 Anning S. Prall,1,I.S. 027 Anning S. Prall,945,11 CLOVE LAKE PLACE,STATEN ISLAND,-74.117818,40.628291,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X368,In-Tech Academy (M.S. / High School 368),1,In-Tech Academy (M.S. / High School 368),942,2975 TIBBETT AVENUE,BRONX,-73.913694,40.877935,InTech Academy,123,Morris Heights Health Center,In-Tech Academy (M.S. / High School 368)|P721X @ P368X,2,School-based Health Center w/ Mental Health
K383,Achievement First Bushwick Charter School|J.H.S. 383 Philippa Schuyler,2,Achievement First Bushwick Charter School,1760,1300 GREENE AVENUE,BROOKLYN,-73.919088,40.697898,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q109,Jean Nuzzi Intermediate School,1,Jean Nuzzi Intermediate School,941,213-10 92 AVENUE,QUEENS,-73.746375,40.720074,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M470,Frank McCourt High School|Innovation Diploma Plus|Success Academy Charter School - Upper West|The Global Learning Collaborative|The Urban Assembly School for Green Careers,5,Success Academy Charter School - Upper West,2191,145 WEST 84 STREET,MANHATTAN,-73.974483,40.786134,Louis D Brandeis Campus,115,Mount Sinai - Adolescent Health Center,[D79] Lyfe|Frank Mccourt High School|Innovation Diploma Plus|The Global Learning Collaborative|The Urban Assembly School For Green Careers,5,School-based Health Center w/ Mental Health
K169,P.S. 169 Sunset Park,1,P.S. 169 Sunset Park,939,4305 7 AVENUE,BROOKLYN,-74.0017,40.645825,PS 169,101,NYU Langone FHC,P.S. 169 Sunset Park,1,School-based Mental Health Clinic
R061,I.S. 061 William A Morris,1,I.S. 061 William A Morris,939,445 CASTLETON AVENUE,STATEN ISLAND,-74.097941,40.634497,NA,NA,NA,NA,NA,School Response Team
Q173,P.S. 173 Fresh Meadows,1,P.S. 173 Fresh Meadows,937,174-10 67 AVENUE,QUEENS,-73.795651,40.734097,NA,NA,NA,NA,NA,NA
K095,P.S. 095 The Gravesend,1,P.S. 095 The Gravesend,934,345 VAN SICKLEN STREET,BROOKLYN,-73.974664,40.595996,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q124,P.S. 124 Osmond A Church,1,P.S. 124 Osmond A Church,934,129-15 150 AVENUE,QUEENS,-73.811266,40.665669,NA,NA,NA,NA,NA,School Mental Health Specialist Program
R002,I.S. R002 George L. Egbert,1,I.S. R002 George L. Egbert,933,333 Midland Avenue,Staten Island,-74.099685,40.576728,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K486,The Christa McAuliffe School\I.S. 187,1,The Christa McAuliffe School\I.S. 187,927,1171 65 STREET,BROOKLYN,-74.003883,40.627929,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q067,J.H.S. 067 Louis Pasteur,1,J.H.S. 067 Louis Pasteur,925,51-60 MARATHON PARKWAY,QUEENS,-73.734832,40.762241,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K655,Brooklyn High School of the Arts|The Math & Science Exploratory School,2,Brooklyn High School of the Arts,1441,345 DEAN STREET,BROOKLYN,-73.980266,40.683951,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K331,P.S./I.S. 30 Mary White Ovington,1,P.S./I.S. 30 Mary White Ovington,919,7002 4TH AVENUE,BROOKLYN,-74.02395,40.633598,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X055,P.S. 055 Benjamin Franklin|Success Academy Charter School - Bronx 2,2,Success Academy Charter School - Bronx 2,1391,450 SAINT PAUL'S PLACE,BRONX,-73.90497,40.835934,CES 55 Campus,212,Montefiore Medical Center,P.S. 055 Benjamin Franklin|Success Academy Charter School - Bronx 2,2,"Community School MH, School-based Health Center w/ Mental Health"
Q238,I.S. 238 - Susan B. Anthony Academy,1,I.S. 238 - Susan B. Anthony Academy,918,88-15 182 Street,Queens,-73.779653,40.712743,NA,NA,NA,NA,NA,NA
K302,Achievement First Apollo Charter School|Liberty Avenue Middle School|Vista Academy,3,Achievement First Apollo Charter School,1780,350 LINWOOD STREET,BROOKLYN,-73.884211,40.677112,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K226,P.S. 226 Alfred De B. Mason,1,P.S. 226 Alfred De B. Mason,914,6006 23 AVENUE,BROOKLYN,-73.977099,40.615405,NA,NA,NA,NA,NA,NA
K062,J.H.S. 062 Ditmas,1,J.H.S. 062 Ditmas,913,700 Cortelyou Road,Brooklyn,-73.971153,40.638087,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X095,Ampark Neighborhood|P.S. 095 Sheila Mencher,2,P.S. 095 Sheila Mencher,1221,3961 HILLMAN AVENUE,BRONX,-73.891664,40.883049,PS 95 Campus,101,Montefiore Medical Center,Ampark Neighborhood School|P.S. 095 Sheila Mencher,2,School-based Health Center w/ Mental Health
K189,P.S. 189 The Bilingual Center,1,P.S. 189 The Bilingual Center,906,1100 EAST NEW YORK AVENUE,BROOKLYN,-73.925435,40.665228,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K180,P.S. K231|The SEEALL Academy,2,The SEEALL Academy,1209,5601 16 AVENUE,BROOKLYN,-73.98925,40.626454,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q735,Academy of Finance and Enterprise|Bard High School Early College Queens|High School of Applied Communication,3,Academy of Finance and Enterprise,1935,30-20 THOMSON AVENUE,QUEENS,-73.937004,40.744175,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M104,J.H.S. 104 Simon Baruch,1,J.H.S. 104 Simon Baruch,895,330 EAST 21 STREET,MANHATTAN,-73.981034,40.735879,NA,NA,NA,NA,NA,School Mental Health Specialist Program
XAFP,Bronx Preparatory Charter School,1,Bronx Preparatory Charter School,895,3872 THIRD AVENUE,BRONX,-73.900123,40.839072,NA,NA,NA,NA,NA,NA
K207,P.S. 207 Elizabeth G. Leary,1,P.S. 207 Elizabeth G. Leary,894,4011 FILLMORE AVENUE,BROOKLYN,-73.930485,40.613981,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X106,P.S. 106 Parkchester,1,P.S. 106 Parkchester,892,1514 OLMSTEAD AVENUE,BRONX,-73.854823,40.836974,NA,NA,NA,NA,NA,NA
Q059,I.S. 059 Springfield Gardens|Success Academy Charter School - Springfield Gardens - New York 6,2,Success Academy Charter School - Springfield Gardens - New York 6,1277,132-55 RIDGEDALE STREET,QUEENS,-73.752772,40.681881,NA,NA,NA,NA,NA,School Response Team
K721,Brooklyn Studio Secondary School,1,Brooklyn Studio Secondary School,889,8310 21ST AVENUE,BROOKLYN,-73.9944,40.6049,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K253,P.S. 253,1,P.S. 253,888,601 Ocean View Avenue,Brooklyn,-73.961962,40.580237,NA,NA,NA,NA,NA,NA
Q202,J.H.S. 202 Robert H. Goddard|Robert H. Goddard High School of Communication Arts and Technology,2,J.H.S. 202 Robert H. Goddard,1487,138-30 LAFAYETTE STREET,QUEENS,-73.845992,40.670905,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K217,P.S. 217 Colonel David Marcus School,1,P.S. 217 Colonel David Marcus School,884,1100 Newkirk Avenue,Brooklyn,-73.966442,40.633482,NA,NA,NA,NA,NA,NA
K170,Ralph A. Fabrizio School,1,Ralph A. Fabrizio School,881,619 72 Street,Brooklyn,-74.018719,40.630373,NA,NA,NA,NA,NA,NA
MBMC,East Harlem Scholars Academy Charter School,1,East Harlem Scholars Academy Charter School,881,2050 Second Avenue,MANHATTAN,-73.942482,40.79001,NA,NA,NA,NA,NA,School-based Mental Health Clinic
KBVT,Brownsville Ascend Charter School,1,Brownsville Ascend Charter School,875,1501 PITKIN AVENUE,BROOKLYN,-73.918123,40.668608,NA,NA,NA,NA,NA,NA
K390,KIPP Always Mentally Prepared Charter School|The School of Integrated Learning,2,KIPP Always Mentally Prepared Charter School,1069,1224 PARK PLACE,BROOKLYN,-73.937601,40.67229,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K177,P.S. 177 The Marlboro,1,P.S. 177 The Marlboro,867,346 AVENUE P,BROOKLYN,-73.974425,40.608169,NA,NA,NA,NA,NA,NA
Q012,P.S. 012 James B. Colgate,1,P.S. 012 James B. Colgate,865,42-00 72 STREET,QUEENS,-73.893466,40.742284,NA,NA,NA,NA,NA,NA
Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",1,"Queens High School of Teaching, Liberal Arts and the Sciences",865,74-20 COMMONWEALTH BLVD,QUEENS,-73.728834,40.744197,NA,NA,NA,NA,NA,Prevention Intervention Program MH
RALZ,John W. Lavelle Preparatory Charter School|Lois and Richard Nicotra Early College Charter School|New Ventures Charter School|Richmond Preparatory Charter School,4,John W. Lavelle Preparatory Charter School,1518,1441 South Avenue,Staten Is,-74.180688,40.604459,NA,NA,NA,NA,NA,NA
Q032,P.S. 032 State Street,1,P.S. 032 State Street,861,171-11 35 Avenue,Queens,-73.794323,40.765459,NA,NA,NA,NA,NA,NA
M123,P.S. 123 Mahalia Jackson|Success Academy Charter School - Harlem 5,2,Success Academy Charter School - Harlem 5,1260,301 WEST 140 STREET,MANHATTAN,-73.944551,40.820216,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
X094,P.S. 094 Kings College School,1,P.S. 094 Kings College School,859,3530 KINGS COLLEGE PLACE,BRONX,-73.875268,40.880661,NA,NA,NA,NA,NA,NA
X235,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,1,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,858,1220 GERARD AVENUE,BRONX,-73.919571,40.835681,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K097,P.S. 97 The Highlawn,1,P.S. 97 The Highlawn,857,1855 Stillwell Avenue,Brooklyn,-73.98557,40.601191,NA,NA,NA,NA,NA,NA
Q315,P.S. 110,1,P.S. 110,856,43-18 97TH PLACE,QUEENS,-73.866372,40.745995,NA,NA,NA,NA,NA,NA
X167,Emolior Academy|P.S. 214,2,P.S. 214,1224,1970 WEST FARMS ROAD,BRONX,-73.879931,40.839297,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K096,I.S. 096 Seth Low|Success Academy Charter School - Bensonhurst,2,I.S. 096 Seth Low,1493,99 AVENUE P,BROOKLYN,-73.984985,40.608135,NA,NA,NA,NA,NA,Community School MH
Q153,P.S. 153 Maspeth Elem,1,P.S. 153 Maspeth Elem,847,60-02 60 LANE,QUEENS,-73.904463,40.716296,NA,NA,NA,NA,NA,NA
Q107,P.S. 107 Thomas A Dooley,1,P.S. 107 Thomas A Dooley,846,167-02 45 AVENUE,QUEENS,-73.799476,40.755364,NA,NA,NA,NA,NA,NA
R036,P.S. 036 J. C. Drumgoole,1,P.S. 036 J. C. Drumgoole,845,255 IONIA AVENUE,STATEN ISLAND,-74.182548,40.543433,NA,NA,NA,NA,NA,NA
K377,Achievement First North Brooklyn Preparatory Charter School|P.S. 377 Alejandrina B. De Gautier,2,Achievement First North Brooklyn Preparatory Charter School,1023,200 WOODBINE STREET,BROOKLYN,-73.915159,40.693542,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q570,Frank Sinatra School of the Arts High School,1,Frank Sinatra School of the Arts High School,838,35-12 35TH AVENUE,QUEENS,-73.925182,40.756099,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K130,P.S. 130 The Parkside,1,P.S. 130 The Parkside,835,70 Ocean Parkway,Brooklyn,-73.976053,40.648924,NA,NA,NA,NA,NA,NA
Q050,P.S. 050 Talfourd Lawn Elementary School,1,P.S. 050 Talfourd Lawn Elementary School,835,143-26 101 AVENUE,QUEENS,-73.806842,40.694868,NA,NA,NA,NA,NA,NA
R861,Staten Island School of Civic Leadership,1,Staten Island School of Civic Leadership,833,280 REGIS DRIVE,STATEN ISLAND,-74.164427,40.62031,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q144,P.S. 144 Col Jeromus Remsen,1,P.S. 144 Col Jeromus Remsen,832,69-20 JUNO STREET,QUEENS,-73.852398,40.71489,NA,NA,NA,NA,NA,NA
K011,P.S. 011 Purvis J. Behan,1,P.S. 011 Purvis J. Behan,830,419 WAVERLY AVENUE,BROOKLYN,-73.96589,40.685896,NA,NA,NA,NA,NA,H+H School
Q292,P.S. 092 Harry T. Stewart Sr.,1,P.S. 092 Harry T. Stewart Sr.,830,99-01 34 AVENUE,QUEENS,-73.868773,40.755983,NA,NA,NA,NA,NA,NA
